Timestamp,Temperature,Humidity,Cloud_Cover,Wind_Speed,Power_Output
2025-01-01 13:45:00,42.66,61.01,96.58,18.2,360.97
2025-01-01 14:00:00,17.65,59.1,22.92,20.42,416.71
2025-01-01 14:15:00,20.88,80.39,14.36,1.33,405.48
2025-01-01 14:30:00,16.36,64.24,91.29,14.47,256.95
2025-01-01 14:45:00,24.76,50.59,66.9,20.05,271.38
2025-01-01 15:00:00,26.66,46.78,43.8,14.03,322.16
2025-01-01 15:15:00,23.14,32.45,57.33,1.6,279.03
2025-01-01 15:30:00,39.86,67.91,74.56,17.34,225.3
2025-01-01 15:45:00,25.7,44.95,77.3,1.51,193.26
2025-01-01 16:00:00,23.43,39.63,91.99,20.44,133.43
2025-01-01 16:15:00,31.28,72.5,42.68,1.08,172.08
2025-01-01 16:30:00,19.23,74.28,29.34,3.43,176.12
2025-01-01 16:45:00,39.07,78.89,63.97,6.88,87.05
2025-01-01 17:00:00,17.24,62.73,41.57,15.83,71.57
2025-01-01 17:15:00,44.61,88.11,59.46,24.41,19.6
2025-01-01 17:30:00,38.17,90.86,42.0,2.95,32.63
2025-01-01 17:45:00,20.96,82.48,15.3,3.57,1.3
2025-01-01 18:00:00,15.17,71.31,46.94,9.22,0.0
2025-01-01 18:15:00,39.46,49.74,69.09,20.91,0.0
2025-01-01 18:30:00,36.21,93.89,79.93,11.68,0.0
2025-01-01 18:45:00,36.87,47.82,49.33,8.04,0.0
2025-01-01 19:00:00,38.14,43.17,16.52,14.03,14.43
2025-01-01 19:15:00,17.22,58.74,41.47,6.51,0.0
2025-01-01 19:30:00,25.75,33.69,78.63,10.03,0.0
2025-01-01 19:45:00,18.48,93.6,41.29,8.32,0.0
2025-01-01 20:00:00,40.89,68.25,69.65,20.1,0.0
2025-01-01 20:15:00,33.7,66.2,50.72,23.11,0.0
2025-01-01 20:30:00,24.93,72.63,24.12,18.99,0.0
2025-01-01 20:45:00,16.91,62.31,79.62,10.98,0.0
2025-01-01 21:00:00,24.33,32.08,8.42,12.61,0.0
2025-01-01 21:15:00,24.76,69.8,52.49,3.13,0.0
2025-01-01 21:30:00,36.89,76.55,20.89,18.67,0.0
2025-01-01 21:45:00,34.13,57.09,6.71,14.91,16.7
2025-01-01 22:00:00,41.62,79.22,50.29,22.56,0.0
2025-01-01 22:15:00,29.17,44.76,49.96,5.02,0.0
2025-01-01 22:30:00,18.59,44.38,70.69,18.99,0.0
2025-01-01 22:45:00,36.4,40.49,74.48,17.12,0.0
2025-01-01 23:00:00,37.82,54.18,72.78,6.65,0.0
2025-01-01 23:15:00,31.84,85.06,40.96,16.68,0.0
2025-01-01 23:30:00,38.13,83.81,63.17,23.11,0.0
2025-01-01 23:45:00,29.81,54.88,57.69,22.96,0.0
2025-01-02 00:00:00,30.68,68.29,42.16,17.99,0.0
2025-01-02 00:15:00,27.83,76.85,59.72,1.2,0.0
2025-01-02 00:30:00,15.76,45.68,94.72,21.81,0.0
2025-01-02 00:45:00,18.24,40.93,19.29,16.44,0.0
2025-01-02 01:00:00,15.94,93.19,90.58,7.76,0.0
2025-01-02 01:15:00,34.09,70.14,5.35,4.68,20.57
2025-01-02 01:30:00,24.43,93.79,30.84,2.91,0.0
2025-01-02 01:45:00,30.26,51.95,28.81,1.26,0.0
2025-01-02 02:00:00,42.23,75.7,62.64,18.85,0.0
2025-01-02 02:15:00,22.48,44.47,13.12,5.9,0.0
2025-01-02 02:30:00,27.31,46.98,88.23,0.61,0.0
2025-01-02 02:45:00,37.67,63.27,82.86,9.93,0.0
2025-01-02 03:00:00,21.86,50.78,65.21,12.07,0.0
2025-01-02 03:15:00,17.31,40.9,45.84,4.23,0.0
2025-01-02 03:30:00,23.69,47.09,93.3,1.1,0.0
2025-01-02 03:45:00,19.84,32.32,83.07,4.73,0.0
2025-01-02 04:00:00,42.89,75.79,49.93,16.98,0.0
2025-01-02 04:15:00,39.24,61.99,70.19,2.06,0.0
2025-01-02 04:30:00,34.0,36.13,56.69,13.88,0.0
2025-01-02 04:45:00,41.14,41.16,58.79,3.66,0.0
2025-01-02 05:00:00,39.11,36.66,33.1,4.89,0.0
2025-01-02 05:15:00,20.6,69.82,46.21,9.83,0.0
2025-01-02 05:30:00,41.78,36.12,7.81,2.52,30.19
2025-01-02 05:45:00,31.18,79.03,35.73,4.33,0.0
2025-01-02 06:00:00,39.22,31.33,69.58,8.72,0.0
2025-01-02 06:15:00,41.88,46.21,95.32,8.24,0.0
2025-01-02 06:30:00,24.54,87.89,96.31,18.73,0.0
2025-01-02 06:45:00,18.3,76.7,55.57,1.87,10.29
2025-01-02 07:00:00,21.84,34.74,60.66,21.51,45.93
2025-01-02 07:15:00,27.81,83.37,18.57,20.41,162.73
2025-01-02 07:30:00,39.54,62.05,69.53,19.15,124.92
2025-01-02 07:45:00,40.82,85.04,7.07,7.73,224.03
2025-01-02 08:00:00,15.21,69.05,28.47,20.57,227.28
2025-01-02 08:15:00,30.32,74.32,66.84,4.57,200.78
2025-01-02 08:30:00,27.52,94.58,31.03,3.11,260.51
2025-01-02 08:45:00,21.66,45.1,4.98,1.12,316.54
2025-01-02 09:00:00,18.6,70.56,83.19,23.48,229.03
2025-01-02 09:15:00,25.13,59.92,31.03,7.7,332.54
2025-01-02 09:30:00,43.29,32.56,6.31,22.94,452.05
2025-01-02 09:45:00,24.7,30.94,7.48,6.82,403.06
2025-01-02 10:00:00,30.56,37.75,25.18,22.69,431.24
2025-01-02 10:15:00,36.09,72.19,17.8,22.6,450.93
2025-01-02 10:30:00,25.91,66.87,77.43,23.09,383.9
2025-01-02 10:45:00,44.15,65.97,32.17,12.4,468.1
2025-01-02 11:00:00,43.87,32.07,80.47,21.65,424.14
2025-01-02 11:15:00,22.55,60.5,17.38,23.77,477.23
2025-01-02 11:30:00,29.92,90.1,49.29,8.12,416.25
2025-01-02 11:45:00,24.03,55.84,68.8,10.47,408.16
2025-01-02 12:00:00,23.55,70.62,65.2,17.98,429.92
2025-01-02 12:15:00,16.11,80.69,60.11,7.51,419.26
2025-01-02 12:30:00,33.29,80.96,92.48,18.85,375.62
2025-01-02 12:45:00,30.08,63.75,22.85,1.85,461.1
2025-01-02 13:00:00,16.54,85.77,49.37,13.09,393.72
2025-01-02 13:15:00,23.36,55.44,88.4,3.06,351.75
2025-01-02 13:30:00,42.25,87.77,7.79,7.33,480.34
2025-01-02 13:45:00,22.19,45.61,5.59,6.47,478.32
2025-01-02 14:00:00,19.35,48.21,23.33,20.97,419.11
2025-01-02 14:15:00,29.68,33.45,63.3,4.84,357.99
2025-01-02 14:30:00,44.57,81.71,25.99,20.21,385.06
2025-01-02 14:45:00,22.26,57.11,19.02,19.85,367.52
2025-01-02 15:00:00,35.16,44.89,45.88,12.47,321.8
2025-01-02 15:15:00,37.85,45.07,61.36,5.85,270.35
2025-01-02 15:30:00,22.13,88.59,24.86,5.67,269.58
2025-01-02 15:45:00,36.85,84.2,30.07,11.62,259.34
2025-01-02 16:00:00,26.03,65.98,61.36,0.22,176.74
2025-01-02 16:15:00,33.97,70.05,94.57,13.28,123.21
2025-01-02 16:30:00,34.01,60.83,67.47,23.82,90.61
2025-01-02 16:45:00,31.07,55.46,78.29,3.87,82.57
2025-01-02 17:00:00,17.71,89.51,36.68,14.33,50.29
2025-01-02 17:15:00,40.06,38.16,27.23,24.04,109.98
2025-01-02 17:30:00,24.62,57.2,45.43,21.51,55.6
2025-01-02 17:45:00,20.6,52.4,80.71,21.26,0.0
2025-01-02 18:00:00,16.22,62.38,45.63,20.55,0.0
2025-01-02 18:15:00,32.73,59.75,84.67,7.73,0.0
2025-01-02 18:30:00,35.33,63.73,98.88,22.27,0.0
2025-01-02 18:45:00,15.5,39.09,7.2,23.53,13.26
2025-01-02 19:00:00,30.36,63.35,4.54,12.39,6.67
2025-01-02 19:15:00,21.79,45.76,14.96,8.86,0.0
2025-01-02 19:30:00,34.36,41.98,38.44,10.36,0.0
2025-01-02 19:45:00,20.23,34.21,13.1,8.36,0.0
2025-01-02 20:00:00,35.73,79.57,87.07,5.31,0.0
2025-01-02 20:15:00,26.6,57.78,2.31,15.46,20.89
2025-01-02 20:30:00,43.1,70.73,31.58,14.06,0.0
2025-01-02 20:45:00,19.13,77.29,18.47,11.56,0.0
2025-01-02 21:00:00,25.23,74.16,93.15,2.4,0.0
2025-01-02 21:15:00,18.4,60.58,66.95,19.92,0.0
2025-01-02 21:30:00,42.74,55.21,91.2,4.37,0.0
2025-01-02 21:45:00,41.32,54.44,97.23,2.86,0.0
2025-01-02 22:00:00,22.74,71.6,49.71,15.58,0.0
2025-01-02 22:15:00,34.8,62.16,23.43,9.97,0.0
2025-01-02 22:30:00,39.52,85.19,19.37,1.5,0.0
2025-01-02 22:45:00,31.66,86.86,22.29,8.89,0.0
2025-01-02 23:00:00,30.89,41.09,70.86,19.29,0.0
2025-01-02 23:15:00,22.26,38.86,4.04,15.38,0.0
2025-01-02 23:30:00,17.79,70.98,5.14,9.07,6.15
2025-01-02 23:45:00,41.92,49.58,60.81,4.8,0.0
2025-01-03 00:00:00,42.01,31.21,64.21,15.79,0.0
2025-01-03 00:15:00,33.99,87.76,66.53,22.19,0.0
2025-01-03 00:30:00,25.17,44.75,37.19,16.16,0.0
2025-01-03 00:45:00,25.48,90.4,80.59,20.32,0.0
2025-01-03 01:00:00,36.78,76.63,53.36,13.04,0.0
2025-01-03 01:15:00,41.91,79.57,10.55,17.95,22.37
2025-01-03 01:30:00,41.61,43.09,79.71,22.41,0.0
2025-01-03 01:45:00,38.4,45.22,95.31,19.33,0.0
2025-01-03 02:00:00,34.26,63.88,6.0,22.75,41.67
2025-01-03 02:15:00,17.52,41.19,39.14,10.78,0.0
2025-01-03 02:30:00,19.85,49.85,48.75,22.61,0.0
2025-01-03 02:45:00,41.96,50.9,14.65,15.54,29.13
2025-01-03 03:00:00,33.19,40.38,86.77,21.75,0.0
2025-01-03 03:15:00,15.28,43.34,28.41,0.98,0.0
2025-01-03 03:30:00,18.04,81.26,78.3,16.45,0.0
2025-01-03 03:45:00,34.91,40.87,67.1,21.2,0.0
2025-01-03 04:00:00,15.15,31.85,59.8,4.36,0.0
2025-01-03 04:15:00,19.82,70.91,19.21,16.54,0.0
2025-01-03 04:30:00,31.46,93.44,22.07,20.62,0.0
2025-01-03 04:45:00,35.76,51.53,4.73,7.2,16.51
2025-01-03 05:00:00,34.56,37.71,24.07,10.13,1.02
2025-01-03 05:15:00,21.73,67.08,34.54,14.24,0.0
2025-01-03 05:30:00,36.37,88.91,83.31,12.98,0.0
2025-01-03 05:45:00,22.12,80.96,36.64,0.98,0.0
2025-01-03 06:00:00,24.76,70.46,75.46,2.47,0.0
2025-01-03 06:15:00,37.39,50.48,43.94,2.51,21.21
2025-01-03 06:30:00,34.49,65.22,78.49,6.56,0.0
2025-01-03 06:45:00,40.48,35.93,97.63,6.15,5.77
2025-01-03 07:00:00,34.73,74.13,23.98,18.56,118.96
2025-01-03 07:15:00,32.05,77.13,86.23,14.32,39.8
2025-01-03 07:30:00,17.81,92.73,62.18,19.1,94.79
2025-01-03 07:45:00,26.03,46.93,81.73,1.75,117.87
2025-01-03 08:00:00,22.96,31.2,65.16,12.13,149.71
2025-01-03 08:15:00,22.32,65.46,42.39,8.09,234.77
2025-01-03 08:30:00,44.19,75.94,22.81,21.25,312.33
2025-01-03 08:45:00,26.79,81.38,7.0,17.69,350.76
2025-01-03 09:00:00,41.76,42.59,53.55,21.73,330.55
2025-01-03 09:15:00,33.93,47.01,99.03,1.16,256.37
2025-01-03 09:30:00,38.84,63.32,73.8,18.02,317.26
2025-01-03 09:45:00,30.08,51.49,32.73,13.5,416.87
2025-01-03 10:00:00,32.31,85.93,82.72,20.63,364.78
2025-01-03 10:15:00,29.78,60.79,76.9,12.68,351.83
2025-01-03 10:30:00,20.86,81.97,28.16,13.51,442.52
2025-01-03 10:45:00,36.67,67.74,1.43,1.29,485.05
2025-01-03 11:00:00,23.42,80.25,11.82,16.71,468.81
2025-01-03 11:15:00,15.73,51.62,87.73,6.83,359.81
2025-01-03 11:30:00,34.36,84.04,83.66,0.49,396.78
2025-01-03 11:45:00,20.31,47.85,29.52,1.66,449.38
2025-01-03 12:00:00,43.21,65.5,28.52,23.93,500.0
2025-01-03 12:15:00,43.62,43.91,79.29,8.65,437.56
2025-01-03 12:30:00,42.45,60.91,93.77,21.7,408.5
2025-01-03 12:45:00,26.1,50.68,77.91,23.99,397.23
2025-01-03 13:00:00,15.46,47.34,60.56,23.58,420.71
2025-01-03 13:15:00,42.85,92.85,24.27,22.04,427.89
2025-01-03 13:30:00,27.85,40.4,52.57,22.37,422.17
2025-01-03 13:45:00,44.0,81.18,23.35,7.23,447.87
2025-01-03 14:00:00,43.91,93.97,80.8,3.79,309.91
2025-01-03 14:15:00,40.59,31.29,38.7,15.98,411.1
2025-01-03 14:30:00,23.83,75.44,83.37,12.2,292.56
2025-01-03 14:45:00,26.55,46.44,38.16,2.47,310.04
2025-01-03 15:00:00,40.53,32.63,82.41,16.94,259.45
2025-01-03 15:15:00,24.51,56.19,33.33,14.07,330.23
2025-01-03 15:30:00,20.08,90.79,44.01,21.58,243.22
2025-01-03 15:45:00,31.7,30.76,61.55,15.23,236.53
2025-01-03 16:00:00,43.08,68.21,7.03,14.35,294.77
2025-01-03 16:15:00,35.88,62.59,94.82,11.02,114.61
2025-01-03 16:30:00,32.1,86.77,57.36,11.57,138.84
2025-01-03 16:45:00,17.92,35.46,50.78,23.86,75.64
2025-01-03 17:00:00,33.45,74.3,83.94,3.46,19.62
2025-01-03 17:15:00,44.7,74.21,86.58,11.16,0.0
2025-01-03 17:30:00,19.2,73.49,52.23,16.4,0.0
2025-01-03 17:45:00,30.55,91.25,92.73,10.83,0.0
2025-01-03 18:00:00,41.32,83.5,6.47,7.08,8.38
2025-01-03 18:15:00,37.22,32.73,11.32,7.18,22.08
2025-01-03 18:30:00,35.91,60.62,59.68,5.84,0.0
2025-01-03 18:45:00,36.07,55.87,35.41,8.6,0.0
2025-01-03 19:00:00,25.78,50.16,46.42,21.79,0.0
2025-01-03 19:15:00,23.81,59.34,32.81,12.63,0.0
2025-01-03 19:30:00,39.28,54.97,40.47,6.01,0.0
2025-01-03 19:45:00,39.3,58.1,82.26,9.61,0.0
2025-01-03 20:00:00,41.01,93.65,59.35,2.65,0.0
2025-01-03 20:15:00,42.4,35.76,99.73,22.6,0.0
2025-01-03 20:30:00,30.34,89.95,78.69,10.2,0.0
2025-01-03 20:45:00,30.05,61.22,27.37,24.51,5.12
2025-01-03 21:00:00,38.95,70.54,26.43,8.69,1.14
2025-01-03 21:15:00,34.5,83.96,33.59,20.91,0.0
2025-01-03 21:30:00,36.06,53.43,84.33,6.41,0.0
2025-01-03 21:45:00,38.87,57.98,2.73,1.9,56.26
2025-01-03 22:00:00,41.7,56.62,23.02,0.79,1.33
2025-01-03 22:15:00,25.14,54.36,90.49,15.15,0.0
2025-01-03 22:30:00,26.27,90.16,63.99,7.79,0.0
2025-01-03 22:45:00,17.82,83.88,22.68,11.09,0.0
2025-01-03 23:00:00,32.35,37.08,21.91,20.47,27.72
2025-01-03 23:15:00,16.08,37.03,86.26,6.2,0.0
2025-01-03 23:30:00,28.97,57.81,89.38,7.72,0.0
2025-01-03 23:45:00,31.28,36.41,25.61,21.13,0.0
2025-01-04 00:00:00,23.6,70.24,42.05,12.32,0.0
2025-01-04 00:15:00,32.72,39.34,83.46,20.69,0.0
2025-01-04 00:30:00,15.92,63.95,77.1,9.36,0.0
2025-01-04 00:45:00,16.12,30.47,81.39,9.96,0.0
2025-01-04 01:00:00,39.68,50.58,51.84,4.18,0.0
2025-01-04 01:15:00,25.81,74.02,91.15,22.91,0.0
2025-01-04 01:30:00,18.81,61.46,32.6,22.42,0.0
2025-01-04 01:45:00,30.67,93.59,15.67,24.61,0.0
2025-01-04 02:00:00,38.1,86.82,70.87,10.06,0.0
2025-01-04 02:15:00,21.47,53.34,53.94,20.47,0.0
2025-01-04 02:30:00,33.69,32.96,85.46,10.37,0.0
2025-01-04 02:45:00,17.56,84.97,8.12,11.36,10.02
2025-01-04 03:00:00,16.55,89.23,84.37,20.75,0.0
2025-01-04 03:15:00,30.94,83.34,29.33,4.43,0.0
2025-01-04 03:30:00,31.22,38.32,65.49,5.51,0.0
2025-01-04 03:45:00,34.12,94.86,4.01,7.87,5.05
2025-01-04 04:00:00,36.78,46.81,60.96,19.7,0.0
2025-01-04 04:15:00,44.28,77.07,71.73,9.32,0.0
2025-01-04 04:30:00,30.49,89.02,36.88,8.95,0.0
2025-01-04 04:45:00,24.69,45.32,21.54,24.97,8.08
2025-01-04 05:00:00,38.86,89.04,53.76,9.6,0.0
2025-01-04 05:15:00,23.12,50.12,83.32,6.19,0.0
2025-01-04 05:30:00,28.17,93.47,32.35,15.58,0.0
2025-01-04 05:45:00,17.35,48.28,25.25,20.05,0.0
2025-01-04 06:00:00,15.76,91.97,27.89,1.74,0.0
2025-01-04 06:15:00,43.88,33.48,94.91,15.47,0.0
2025-01-04 06:30:00,40.08,76.1,35.93,0.89,46.08
2025-01-04 06:45:00,35.88,64.59,0.36,13.16,107.51
2025-01-04 07:00:00,27.27,61.06,78.17,6.42,41.43
2025-01-04 07:15:00,20.2,44.53,69.93,7.67,86.48
2025-01-04 07:30:00,19.69,75.86,12.86,11.68,168.72
2025-01-04 07:45:00,22.51,42.4,98.49,23.18,117.57
2025-01-04 08:00:00,31.48,65.93,60.81,17.77,162.06
2025-01-04 08:15:00,36.44,46.46,50.08,23.42,260.66
2025-01-04 08:30:00,34.81,92.12,38.22,16.5,291.01
2025-01-04 08:45:00,23.4,31.86,89.87,0.18,218.67
2025-01-04 09:00:00,43.65,42.98,24.4,6.64,356.83
2025-01-04 09:15:00,37.14,45.75,28.58,22.64,379.9
2025-01-04 09:30:00,31.63,56.91,12.24,16.09,398.18
2025-01-04 09:45:00,33.35,45.13,75.91,24.54,379.99
2025-01-04 10:00:00,27.59,61.94,59.55,3.9,351.36
2025-01-04 10:15:00,22.43,86.71,60.91,7.42,381.45
2025-01-04 10:30:00,25.68,76.28,21.85,9.06,430.51
2025-01-04 10:45:00,37.74,67.7,65.12,8.16,428.8
2025-01-04 11:00:00,15.43,35.79,76.55,6.3,409.26
2025-01-04 11:15:00,18.48,75.11,35.79,11.09,447.69
2025-01-04 11:30:00,16.38,40.82,80.13,16.06,395.26
2025-01-04 11:45:00,16.22,81.11,34.88,7.78,431.28
2025-01-04 12:00:00,40.66,46.25,75.81,1.99,406.06
2025-01-04 12:15:00,36.11,57.11,3.37,17.71,500.0
2025-01-04 12:30:00,29.23,52.78,55.12,11.48,459.89
2025-01-04 12:45:00,17.94,85.82,96.95,13.91,339.47
2025-01-04 13:00:00,29.75,38.23,98.12,11.39,398.82
2025-01-04 13:15:00,29.2,66.77,28.18,22.26,448.19
2025-01-04 13:30:00,20.2,39.23,44.14,13.97,418.62
2025-01-04 13:45:00,28.02,75.81,6.3,23.08,464.89
2025-01-04 14:00:00,26.96,88.83,87.33,12.76,312.57
2025-01-04 14:15:00,33.48,58.25,56.86,7.31,326.14
2025-01-04 14:30:00,34.05,61.73,38.51,8.89,356.41
2025-01-04 14:45:00,16.36,90.28,11.28,13.05,361.07
2025-01-04 15:00:00,26.24,63.86,94.68,13.25,229.05
2025-01-04 15:15:00,33.78,61.69,53.02,17.18,290.3
2025-01-04 15:30:00,30.09,67.59,28.29,5.61,291.94
2025-01-04 15:45:00,40.69,74.8,35.02,16.47,256.28
2025-01-04 16:00:00,34.76,36.95,27.07,19.46,235.32
2025-01-04 16:15:00,19.89,83.37,60.18,16.91,161.41
2025-01-04 16:30:00,17.12,58.31,93.0,12.05,40.59
2025-01-04 16:45:00,34.27,34.7,85.67,24.79,66.4
2025-01-04 17:00:00,15.8,81.1,46.04,10.12,47.29
2025-01-04 17:15:00,32.57,54.5,82.65,2.66,8.84
2025-01-04 17:30:00,43.21,36.52,42.31,20.54,72.71
2025-01-04 17:45:00,32.26,71.2,25.23,5.31,12.26
2025-01-04 18:00:00,26.65,87.21,98.34,17.83,0.0
2025-01-04 18:15:00,34.3,87.7,30.39,4.47,0.0
2025-01-04 18:30:00,28.75,92.25,32.37,0.42,0.0
2025-01-04 18:45:00,31.37,86.4,98.97,3.99,0.0
2025-01-04 19:00:00,43.24,30.14,13.39,9.42,38.64
2025-01-04 19:15:00,26.58,54.72,76.05,2.67,0.0
2025-01-04 19:30:00,43.84,83.21,93.58,4.94,0.0
2025-01-04 19:45:00,42.16,53.81,51.18,19.12,0.0
2025-01-04 20:00:00,20.87,69.1,0.25,19.25,24.68
2025-01-04 20:15:00,17.08,69.41,37.51,20.44,0.0
2025-01-04 20:30:00,18.02,53.73,11.16,21.03,31.67
2025-01-04 20:45:00,15.55,88.79,41.62,10.51,0.0
2025-01-04 21:00:00,17.83,62.71,79.0,21.69,0.0
2025-01-04 21:15:00,35.49,60.21,43.87,13.15,0.0
2025-01-04 21:30:00,17.14,94.84,43.19,11.76,0.0
2025-01-04 21:45:00,24.57,62.08,55.68,17.96,0.0
2025-01-04 22:00:00,40.35,41.6,58.17,5.35,0.0
2025-01-04 22:15:00,15.7,63.35,85.63,19.74,0.0
2025-01-04 22:30:00,39.43,82.91,30.84,10.74,0.0
2025-01-04 22:45:00,23.46,80.5,82.17,3.18,0.0
2025-01-04 23:00:00,18.54,81.26,56.59,2.98,0.0
2025-01-04 23:15:00,35.9,76.02,30.05,4.12,0.0
2025-01-04 23:30:00,33.87,46.52,29.51,22.26,2.75
2025-01-04 23:45:00,41.32,86.04,36.11,24.77,0.0
2025-01-05 00:00:00,37.05,88.07,62.27,8.92,0.0
2025-01-05 00:15:00,39.1,42.62,23.08,7.3,26.64
2025-01-05 00:30:00,23.46,38.48,92.03,5.47,0.0
2025-01-05 00:45:00,20.32,93.41,57.49,20.6,0.0
2025-01-05 01:00:00,37.52,86.44,92.0,5.23,0.0
2025-01-05 01:15:00,39.21,88.06,4.64,23.1,0.0
2025-01-05 01:30:00,44.72,87.61,34.26,16.68,0.0
2025-01-05 01:45:00,27.38,65.21,2.28,22.43,0.0
2025-01-05 02:00:00,26.16,72.02,27.23,13.85,0.0
2025-01-05 02:15:00,38.29,65.45,86.2,17.27,0.0
2025-01-05 02:30:00,25.22,33.33,3.66,15.49,8.94
2025-01-05 02:45:00,42.92,78.46,43.61,20.78,0.0
2025-01-05 03:00:00,40.75,62.85,11.76,20.9,45.37
2025-01-05 03:15:00,27.87,72.1,41.68,14.74,0.0
2025-01-05 03:30:00,37.53,62.67,83.89,15.81,0.0
2025-01-05 03:45:00,37.64,61.97,62.31,23.05,0.0
2025-01-05 04:00:00,18.09,41.17,73.68,23.25,0.0
2025-01-05 04:15:00,42.08,48.12,34.91,16.61,3.25
2025-01-05 04:30:00,30.16,40.33,94.44,0.19,0.0
2025-01-05 04:45:00,39.79,42.72,70.93,2.61,0.0
2025-01-05 05:00:00,24.6,93.24,42.18,21.45,0.0
2025-01-05 05:15:00,41.87,39.95,42.65,2.12,0.0
2025-01-05 05:30:00,26.68,47.5,91.87,5.34,0.0
2025-01-05 05:45:00,15.33,68.39,57.64,5.76,0.0
2025-01-05 06:00:00,42.16,69.66,70.64,15.01,0.0
2025-01-05 06:15:00,17.74,40.01,41.7,14.42,0.0
2025-01-05 06:30:00,24.58,81.59,22.37,7.24,35.1
2025-01-05 06:45:00,43.5,81.04,72.36,5.19,5.44
2025-01-05 07:00:00,43.52,45.43,60.78,19.11,70.59
2025-01-05 07:15:00,32.2,48.76,50.13,23.39,126.01
2025-01-05 07:30:00,33.96,90.97,62.4,1.32,99.74
2025-01-05 07:45:00,28.45,83.67,20.83,3.33,191.52
2025-01-05 08:00:00,23.8,75.36,79.39,16.05,112.09
2025-01-05 08:15:00,24.86,35.35,94.82,20.11,193.92
2025-01-05 08:30:00,35.18,57.19,89.11,19.78,219.79
2025-01-05 08:45:00,37.57,66.35,32.14,17.99,308.21
2025-01-05 09:00:00,38.75,42.18,40.6,22.19,324.1
